record_id,building_id,building_name,building_type,timestamp,electricity_kwh,water_m3,hvac_kwh,cooling_load_kwh,chilled_water_supply_temp_c,chilled_water_return_temp_c,environment_temp_c,humidity_rh,occupancy_density_per_100m2,equipment_id,equipment_status
R00070,BLD-A,综合教学楼A,teaching,2026-03-03 15:00:00,297.16,10.23,99.02,310.32,6.8,12.0,20.4,68.1,72.0,AHU-A-01,normal
R00071,BLD-A,综合教学楼A,teaching,2026-03-03 18:00:00,225.54,9.49,74.51,220.64,7.0,11.7,19.5,60.8,75.5,AHU-A-01,normal
R00072,BLD-A,综合教学楼A,teaching,2026-03-03 21:00:00,263.39,9.31,79.46,184.6,6.6,12.0,20.7,56.5,6.1,AHU-A-01,abnormal
R00073,BLD-B,行政办公楼B,office,2026-03-03 00:00:00,179.94,7.42,58.59,166.47,6.6,11.3,16.6,56.6,7.3,CH-B-02,normal
R00074,BLD-B,行政办公楼B,office,2026-03-03 03:00:00,188.28,7.57,61.63,195.34,6.4,11.1,17.5,60.0,8.8,CH-B-02,normal
R00075,BLD-B,行政办公楼B,office,2026-03-03 06:00:00,195.35,7.53,63.6,196.72,7.2,12.1,17.6,68.7,46.3,CH-B-02,normal
R00076,BLD-B,行政办公楼B,office,2026-03-03 09:00:00,265.43,8.23,87.48,252.28,6.2,12.2,19.3,57.5,50.9,CH-B-02,normal
R00077,BLD-B,行政办公楼B,office,2026-03-03 12:00:00,258.41,8.13,84.92,245.45,6.9,12.3,18.2,64.5,74.8,CH-B-02,normal
R00078,BLD-B,行政办公楼B,office,2026-03-03 15:00:00,241.84,7.9,78.87,223.27,6.5,12.2,20.3,68.2,73.4,CH-B-02,normal
R00079,BLD-B,行政办公楼B,office,2026-03-03 18:00:00,223.73,8.0,73.95,229.99,6.9,11.1,19.9,64.7,83.4,CH-B-02,normal
R00080,BLD-B,行政办公楼B,office,2026-03-03 21:00:00,200.67,7.79,66.15,213.88,7.2,11.6,21.7,63.1,5.6,CH-B-02,normal
R00081,BLD-C,图书信息楼C,library,2026-03-03 00:00:00,261.06,8.75,83.52,265.34,7.2,11.1,15.9,61.8,8.7,CT-C-03,normal
R00082,BLD-C,图书信息楼C,library,2026-03-03 03:00:00,281.29,9.05,90.72,272.43,7.1,12.7,17.2,66.3,10.5,CT-C-03,normal
R00083,BLD-C,图书信息楼C,library,2026-03-03 06:00:00,277.23,8.79,88.46,265.64,7.1,11.4,18.3,62.3,55.7,CT-C-03,normal
R00084,BLD-C,图书信息楼C,library,2026-03-03 09:00:00,367.51,9.51,118.35,345.87,6.7,12.1,19.0,56.0,73.4,CT-C-03,normal
R00085,BLD-C,图书信息楼C,library,2026-03-03 12:00:00,343.7,9.23,109.88,319.64,7.2,11.5,17.7,66.7,71.3,CT-C-03,normal
R00086,BLD-C,图书信息楼C,library,2026-03-03 15:00:00,368.96,9.53,118.86,382.52,6.1,12.3,20.0,58.6,78.7,CT-C-03,normal
R00087,BLD-C,图书信息楼C,library,2026-03-03 18:00:00,286.25,8.92,91.67,277.41,7.2,11.1,20.8,64.4,95,CT-C-03,normal
R00088,BLD-C,图书信息楼C,library,2026-03-03 21:00:00,253.21,8.63,80.73,243.7,6.8,11.7,21.3,59.0,9.9,CT-C-03,normal
R00089,BLD-D,科研实验楼D,lab,2026-03-03 00:00:00,321.48,11.34,107.19,313.59,6.2,11.3,15.8,64.6,10.4,FCU-D-04,normal
R00090,BLD-D,科研实验楼D,lab,2026-03-03 03:00:00,293.47,10.9,96.85,281.93,6.7,12.3,17.0,65.4,9.9,FCU-D-04,normal
R00091,BLD-D,科研实验楼D,lab,2026-03-03 06:00:00,360.64,11.69,120.65,350.06,6.3,11.2,17.6,58.7,55.8,FCU-D-04,normal
R00092,BLD-D,科研实验楼D,lab,2026-03-03 09:00:00,382.92,11.45,126.13,385.0,7.0,11.1,18.3,58.6,82.0,FCU-D-04,normal
R00093,BLD-D,科研实验楼D,lab,2026-03-03 12:00:00,433.57,12.09,144.82,436.96,6.7,11.3,18.8,67.0,85.3,FCU-D-04,normal
R00094,BLD-D,科研实验楼D,lab,2026-03-03 15:00:00,385.13,11.48,126.95,379.35,6.1,12.1,20.6,61.4,95,FCU-D-04,normal
R00095,BLD-D,科研实验楼D,lab,2026-03-03 18:00:00,404.21,11.02,121.79,323.52,6.2,12.4,19.3,62.6,95,FCU-D-04,abnormal
R00096,BLD-D,科研实验楼D,lab,2026-03-03 21:00:00,315.23,11.24,104.89,315.63,6.7,12.5,21.5,57.9,11.6,FCU-D-04,normal
R00097,BLD-A,综合教学楼A,teaching,2026-03-04 00:00:00,231.46,9.81,77.39,242.28,7.4,11.3,15.9,63.3,6.0,AHU-A-01,normal
R00098,BLD-A,综合教学楼A,teaching,2026-03-04 03:00:00,207.2,9.34,68.44,195.16,6.0,11.8,17.5,56.8,3.9,AHU-A-01,normal
R00099,BLD-A,综合教学楼A,teaching,2026-03-04 06:00:00,238.17,9.72,79.17,246.64,6.7,12.2,17.2,57.8,45.7,AHU-A-01,normal
R00100,BLD-A,综合教学楼A,teaching,2026-03-04 09:00:00,304.2,10.34,101.61,326.4,6.6,11.9,19.1,63.4,55.4,AHU-A-01,normal
R00101,BLD-A,综合教学楼A,teaching,2026-03-04 12:00:00,292.8,10.16,97.41,281.48,6.5,12.3,20.0,66.2,55.3,AHU-A-01,normal
R00102,BLD-A,综合教学楼A,teaching,2026-03-04 15:00:00,289.56,10.11,96.21,299.6,7.4,11.9,19.2,56.3,76.9,AHU-A-01,normal
R00103,BLD-A,综合教学楼A,teaching,2026-03-04 18:00:00,234.79,9.66,77.92,230.29,6.4,11.1,19.4,55.2,82.8,AHU-A-01,normal
R00104,BLD-A,综合教学楼A,teaching,2026-03-04 21:00:00,230.58,9.79,77.06,249.67,7.0,11.4,21.8,62.7,7.8,AHU-A-01,normal
R00105,BLD-B,行政办公楼B,office,2026-03-04 00:00:00,180.31,7.43,58.72,188.2,6.3,12.0,17.0,61.2,8.3,CH-B-02,normal
R00106,BLD-B,行政办公楼B,office,2026-03-04 03:00:00,196.84,7.72,64.75,191.67,7.0,12.5,17.1,55.9,6.7,CH-B-02,normal
R00107,BLD-B,行政办公楼B,office,2026-03-04 06:00:00,204.74,7.69,67.02,211.91,6.8,11.8,18.2,58.6,57.0,CH-B-02,normal
R00108,BLD-B,行政办公楼B,office,2026-03-04 09:00:00,249.21,8.0,81.56,247.64,7.5,12.1,18.0,68.2,57.8,CH-B-02,normal
R00109,BLD-B,行政办公楼B,office,2026-03-04 12:00:00,257.62,8.12,84.63,265.55,6.9,12.3,18.8,57.2,67.5,CH-B-02,normal
R00110,BLD-B,行政办公楼B,office,2026-03-04 15:00:00,245.12,7.94,80.07,249.28,6.2,12.7,19.8,67.6,79.4,CH-B-02,normal
R00111,BLD-B,行政办公楼B,office,2026-03-04 18:00:00,213.17,7.82,70.1,213.94,6.1,12.8,19.7,56.8,91.9,CH-B-02,normal
R00112,BLD-B,行政办公楼B,office,2026-03-04 21:00:00,204.57,7.85,67.58,204.71,7.1,11.9,20.9,56.3,9.2,CH-B-02,normal
R00113,BLD-C,图书信息楼C,library,2026-03-04 00:00:00,255.18,8.66,81.43,248.49,6.6,12.7,17.2,68.3,8.2,CT-C-03,normal
R00114,BLD-C,图书信息楼C,library,2026-03-04 03:00:00,264.1,8.79,84.6,266.66,6.6,12.7,18.0,66.7,8.4,CT-C-03,normal
R00115,BLD-C,图书信息楼C,library,2026-03-04 06:00:00,287.04,8.93,91.95,281.98,7.5,11.8,18.5,58.6,52.4,CT-C-03,normal
R00116,BLD-C,图书信息楼C,library,2026-03-04 09:00:00,332.1,9.09,105.75,322.34,6.7,11.5,18.5,59.4,67.4,CT-C-03,normal
R00117,BLD-C,图书信息楼C,library,2026-03-04 12:00:00,334.12,9.11,106.46,334.9,6.1,12.3,19.5,62.6,72.2,CT-C-03,normal
R00118,BLD-C,图书信息楼C,library,2026-03-04 15:00:00,360.14,9.42,115.72,366.23,7.5,11.8,20.5,60.0,90.4,CT-C-03,normal
R00119,BLD-C,图书信息楼C,library,2026-03-04 18:00:00,342.53,8.66,99.49,260.18,6.7,11.9,20.4,62.9,95,CT-C-03,abnormal
R00120,BLD-C,图书信息楼C,library,2026-03-04 21:00:00,262.15,8.76,83.91,242.07,6.7,12.7,21.6,60.3,10.3,CT-C-03,normal
R00121,BLD-D,科研实验楼D,lab,2026-03-04 00:00:00,303.26,11.05,100.47,319.29,7.3,11.6,16.9,63.7,13.3,FCU-D-04,normal
R00122,BLD-D,科研实验楼D,lab,2026-03-04 03:00:00,302.28,11.04,100.11,283.81,6.1,12.1,17.6,65.2,13.4,FCU-D-04,normal
R00123,BLD-D,科研实验楼D,lab,2026-03-04 06:00:00,357.94,11.65,119.65,342.36,7.0,12.6,18.9,65.1,61.8,FCU-D-04,normal
R00124,BLD-D,科研实验楼D,lab,2026-03-04 09:00:00,408.39,11.77,135.53,427.51,6.4,11.6,18.9,67.3,65.3,FCU-D-04,normal
R00125,BLD-D,科研实验楼D,lab,2026-03-04 12:00:00,390.71,11.55,129.01,373.01,6.1,12.6,19.1,62.5,89.3,FCU-D-04,normal
R00126,BLD-D,科研实验楼D,lab,2026-03-04 15:00:00,418.82,11.91,139.38,420.05,6.4,11.4,19.1,67.4,88.1,FCU-D-04,normal
R00127,BLD-D,科研实验楼D,lab,2026-03-04 18:00:00,313.64,10.98,103.3,298.16,6.7,11.6,21.1,67.2,95,FCU-D-04,normal
R00128,BLD-D,科研实验楼D,lab,2026-03-04 21:00:00,314.4,11.23,104.58,332.03,6.3,11.6,21.4,60.5,10.3,FCU-D-04,normal
R00129,BLD-A,综合教学楼A,teaching,2026-03-05 00:00:00,215.68,9.5,71.57,231.66,6.4,12.8,16.0,62.5,5.9,AHU-A-01,normal
R00130,BLD-A,综合教学楼A,teaching,2026-03-05 03:00:00,221.13,9.61,73.58,230.5,6.1,12.1,16.7,62.4,6.4,AHU-A-01,normal
R00131,BLD-A,综合教学楼A,teaching,2026-03-05 06:00:00,234.89,9.66,77.96,239.72,6.5,12.1,18.9,58.5,47.4,AHU-A-01,normal
R00132,BLD-A,综合教学楼A,teaching,2026-03-05 09:00:00,291.69,10.14,97.0,307.7,6.9,12.6,19.0,64.6,55.4,AHU-A-01,normal
R00133,BLD-A,综合教学楼A,teaching,2026-03-05 12:00:00,292.74,10.16,97.39,304.59,6.1,11.5,18.8,60.6,64.4,AHU-A-01,normal
R00134,BLD-A,综合教学楼A,teaching,2026-03-05 15:00:00,296.92,10.22,98.93,319.34,6.8,12.6,19.1,56.3,74.2,AHU-A-01,normal
R00135,BLD-A,综合教学楼A,teaching,2026-03-05 18:00:00,246.18,9.86,82.12,259.41,7.1,11.5,20.0,66.0,83.7,AHU-A-01,normal
R00136,BLD-A,综合教学楼A,teaching,2026-03-05 21:00:00,204.22,9.28,67.34,214.23,7.1,12.8,22.3,56.4,7.8,AHU-A-01,normal
R00137,BLD-B,行政办公楼B,office,2026-03-05 00:00:00,206.08,7.88,68.13,192.52,6.8,11.8,17.3,59.6,9.0,CH-B-02,normal
R00138,BLD-B,行政办公楼B,office,2026-03-05 03:00:00,197.9,7.74,65.14,209.42,6.2,11.3,17.7,62.7,9.1,CH-B-02,normal
R00139,BLD-B,行政办公楼B,office,2026-03-05 06:00:00,195.52,7.53,63.66,185.45,6.1,12.5,18.9,62.3,56.5,CH-B-02,normal
R00140,BLD-B,行政办公楼B,office,2026-03-05 09:00:00,271.15,8.31,89.56,288.17,6.5,11.8,18.1,60.2,53.0,CH-B-02,normal
R00141,BLD-B,行政办公楼B,office,2026-03-05 12:00:00,241.2,7.89,78.64,243.91,7.1,12.7,20.2,56.4,69.2,CH-B-02,normal
R00142,BLD-B,行政办公楼B,office,2026-03-05 15:00:00,253.07,8.05,82.97,237.43,6.7,11.7,20.5,56.6,79.0,CH-B-02,normal
R00143,BLD-B,行政办公楼B,office,2026-03-05 18:00:00,286.11,7.99,86.44,228.32,7.3,11.1,19.5,59.7,90.0,CH-B-02,abnormal
R00144,BLD-B,行政办公楼B,office,2026-03-05 21:00:00,198.25,7.74,65.27,194.98,6.3,11.1,21.3,68.2,6.8,CH-B-02,normal
R00145,BLD-C,图书信息楼C,library,2026-03-05 00:00:00,277.0,8.98,89.2,273.91,6.0,12.4,16.5,63.8,10.2,CT-C-03,normal
R00146,BLD-C,图书信息楼C,library,2026-03-05 03:00:00,254.04,8.64,81.03,254.53,6.3,11.3,16.4,62.4,7.3,CT-C-03,normal
R00147,BLD-C,图书信息楼C,library,2026-03-05 06:00:00,301.98,9.14,97.27,274.42,7.3,11.2,17.5,56.5,63.2,CT-C-03,normal
R00148,BLD-C,图书信息楼C,library,2026-03-05 09:00:00,331.16,9.08,105.41,298.4,6.0,12.4,18.0,56.9,69.4,CT-C-03,normal
R00149,BLD-C,图书信息楼C,library,2026-03-05 12:00:00,336.6,9.14,107.35,336.16,6.8,12.3,18.8,56.9,68.9,CT-C-03,normal
R00150,BLD-C,图书信息楼C,library,2026-03-05 15:00:00,348.6,9.28,111.62,338.39,7.4,11.0,20.6,61.7,80.5,CT-C-03,normal
R00151,BLD-C,图书信息楼C,library,2026-03-05 18:00:00,298.41,9.09,96.0,309.6,6.1,11.8,21.5,61.8,95,CT-C-03,normal
R00152,BLD-C,图书信息楼C,library,2026-03-05 21:00:00,260.05,8.73,83.16,237.09,6.1,12.1,21.7,61.3,11.5,CT-C-03,normal
R00153,BLD-D,科研实验楼D,lab,2026-03-05 00:00:00,291.06,10.86,95.97,283.73,7.5,11.9,16.1,63.3,11.7,FCU-D-04,normal
R00154,BLD-D,科研实验楼D,lab,2026-03-05 03:00:00,308.41,11.13,102.37,325.34,7.0,12.4,17.5,55.9,12.5,FCU-D-04,normal
R00155,BLD-D,科研实验楼D,lab,2026-03-05 06:00:00,348.21,11.5,116.06,343.81,6.7,11.7,17.3,60.8,58.1,FCU-D-04,normal
R00156,BLD-D,科研实验楼D,lab,2026-03-05 09:00:00,387.72,11.51,127.9,368.88,7.4,11.0,18.4,63.8,71.2,FCU-D-04,normal
R00157,BLD-D,科研实验楼D,lab,2026-03-05 12:00:00,431.4,12.07,144.02,455.24,6.8,12.0,18.3,55.8,88.3,FCU-D-04,normal
R00158,BLD-D,科研实验楼D,lab,2026-03-05 15:00:00,415.38,11.86,138.11,428.06,7.1,12.5,19.5,56.2,91.9,FCU-D-04,normal
R00159,BLD-D,科研实验楼D,lab,2026-03-05 18:00:00,348.22,11.5,116.06,355.48,6.3,12.1,21.7,62.9,95,FCU-D-04,normal
R00160,BLD-D,科研实验楼D,lab,2026-03-05 21:00:00,298.15,10.97,98.58,309.58,6.9,12.4,20.3,66.3,10.8,FCU-D-04,normal
R00161,BLD-A,综合教学楼A,teaching,2026-03-06 00:00:00,226.95,9.72,75.72,233.98,6.0,12.7,18.0,65.8,6.1,AHU-A-01,normal
R00162,BLD-A,综合教学楼A,teaching,2026-03-06 03:00:00,226.46,9.71,75.54,222.83,6.5,10.9,16.9,56.9,6.5,AHU-A-01,normal
R00163,BLD-A,综合教学楼A,teaching,2026-03-06 06:00:00,247.52,9.89,82.62,254.95,6.0,12.3,18.3,60.0,35.6,AHU-A-01,normal
R00164,BLD-A,综合教学楼A,teaching,2026-03-06 09:00:00,274.94,9.88,90.82,283.65,7.2,12.0,18.6,59.1,50.2,AHU-A-01,normal
R00165,BLD-A,综合教学楼A,teaching,2026-03-06 12:00:00,269.57,9.8,88.84,275.68,6.4,12.2,18.4,56.6,65.1,AHU-A-01,normal
R00166,BLD-A,综合教学楼A,teaching,2026-03-06 15:00:00,286.11,10.06,94.94,272.27,6.6,11.4,20.0,58.2,78.1,AHU-A-01,normal
R00167,BLD-A,综合教学楼A,teaching,2026-03-06 18:00:00,308.53,9.77,93.87,229.98,6.9,10.9,20.7,63.7,75.8,AHU-A-01,abnormal
R00168,BLD-A,综合教学楼A,teaching,2026-03-06 21:00:00,210.02,9.39,69.48,205.51,6.0,12.3,20.7,56.3,4.3,AHU-A-01,normal
R00169,BLD-B,行政办公楼B,office,2026-03-06 00:00:00,184.07,7.49,60.1,190.51,7.2,11.0,16.5,64.2,7.5,CH-B-02,normal
R00170,BLD-B,行政办公楼B,office,2026-03-06 03:00:00,203.15,7.83,67.06,213.38,6.9,12.0,16.4,54.6,9.6,CH-B-02,normal
R00171,BLD-B,行政办公楼B,office,2026-03-06 06:00:00,216.21,7.87,71.21,210.52,7.2,12.1,17.9,56.0,40.4,CH-B-02,normal
